"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"4239","ENSG00000001629","ANKIB1","pancreas",2.5,3.2,12.4
"4240","ENSG00000001629","ANKIB1","paracentral lobule, anterior",81.2,108.9,15
"4241","ENSG00000001629","ANKIB1","paracentral lobule, posterior",79.8,104.7,21.6
"4242","ENSG00000001629","ANKIB1","parahippocampal cortex",73.2,100.1,11.9
"4243","ENSG00000001629","ANKIB1","parahippocampal cortex (white matter)",145.1,215,36.7
"4244","ENSG00000001629","ANKIB1","paramedian reticular nucleus",101.1,144,25
"4245","ENSG00000001629","ANKIB1","parathyroid gland",30.5,35.9,24.1
"4246","ENSG00000001629","ANKIB1","paraventricular nucleus",110.1,156.2,27.6
"4247","ENSG00000001629","ANKIB1","parietal cortex",12.2,14.1,19.3
"4248","ENSG00000001629","ANKIB1","parietal operculum",68.5,91.1,7.6
"4249","ENSG00000001629","ANKIB1","parieto-insular cortex",78.5,110.8,9.1
"4250","ENSG00000001629","ANKIB1","parieto-occipital transitional area",87.3,118.7,22
"4251","ENSG00000001629","ANKIB1","parieto-temporal junction (white matter)",172.6,279.1,68.5
"4252","ENSG00000001629","ANKIB1","parvicellular reticular nuclei",79.8,112.4,17.7
"4253","ENSG00000001629","ANKIB1","parvicellular reticular nuclei, medullary",98,132.9,24.5
"4254","ENSG00000001629","ANKIB1","pedunculopontine tegmental nucleus",129,185.7,46.5
"4255","ENSG00000001629","ANKIB1","periaquaductal grey, anterior",91.9,120.6,14.4
"4256","ENSG00000001629","ANKIB1","periaquaductal grey, dorsal",102.6,144.6,17.1
"4257","ENSG00000001629","ANKIB1","periaquaductal grey, lateral",104.6,149.6,23.4
"4258","ENSG00000001629","ANKIB1","perirhinal gyrus",69.3,99.2,1.9
"4259","ENSG00000001629","ANKIB1","peritrigeminal nucleus",98.5,138.5,22.2
"4260","ENSG00000001629","ANKIB1","piriform cortex",91,134,13.6
"4261","ENSG00000001629","ANKIB1","placenta",17.9,21.6,12.8
"4262","ENSG00000001629","ANKIB1","pontine nuclei",88.3,123.5,14.5
"4263","ENSG00000001629","ANKIB1","pontine raphe nucleus",82.8,113.7,18.3
"4264","ENSG00000001629","ANKIB1","postcentral gyrus",61,76,13.9
"4265","ENSG00000001629","ANKIB1","postcentral gyrus, dorsal",99,134.5,21.3
"4266","ENSG00000001629","ANKIB1","postcentral gyrus, middle",84.5,122.6,14.1
"4267","ENSG00000001629","ANKIB1","postcentral gyrus, ventral",92.2,137.4,30.5
"4268","ENSG00000001629","ANKIB1","posterior cingulate cortex",64.3,80.5,12.5
"4269","ENSG00000001629","ANKIB1","posterior cingulate cortex, dorsal",89.4,117.2,27.3
"4270","ENSG00000001629","ANKIB1","posterior cingulate cortex, ventral",81.6,111.3,14.6
"4271","ENSG00000001629","ANKIB1","posterior insular cortex",76.7,108.2,7.1
"4272","ENSG00000001629","ANKIB1","posterior thalamic nucleus",72.7,100,21.1
"4273","ENSG00000001629","ANKIB1","posteroventral cochlear nucleus",113,162.8,34.8
"4274","ENSG00000001629","ANKIB1","precentral gyrus",54.5,72.5,0
"4275","ENSG00000001629","ANKIB1","precentral gyrus, dorsal",85.8,111.9,19
"4276","ENSG00000001629","ANKIB1","precentral gyrus, middle",93.6,128.4,14.9
"4277","ENSG00000001629","ANKIB1","precentral gyrus, ventral",91.1,121.5,17.1
"4278","ENSG00000001629","ANKIB1","precuneus",90,120.9,23.3
"4279","ENSG00000001629","ANKIB1","premotor cortex, dorsal",90.9,123,19.8
"4280","ENSG00000001629","ANKIB1","premotor cortex, ventral",92.4,126.1,22.2
"4281","ENSG00000001629","ANKIB1","preoptic area",102.2,144.8,19.5
"4282","ENSG00000001629","ANKIB1","prepositus hypoglossal nucleus",85,112.5,22.9
"4283","ENSG00000001629","ANKIB1","pretectal area",95.2,132,18.5
"4284","ENSG00000001629","ANKIB1","principal sensory trigeminal nucleus",96.1,138.3,24.8
"4285","ENSG00000001629","ANKIB1","prostate",16.1,19.7,10.1
"4286","ENSG00000001629","ANKIB1","pulvinar",80.8,104.5,28
"4287","ENSG00000001629","ANKIB1","putamen",87.5,120.8,22.2
"4288","ENSG00000001629","ANKIB1","rectum",13.9,17.2,12.9
"4289","ENSG00000001629","ANKIB1","red nucleus",104.3,140.4,30.5
"4290","ENSG00000001629","ANKIB1","reticular pontine nucleus, caudal",106.8,147,42.9
"4291","ENSG00000001629","ANKIB1","reticular pontine nucleus, oral",102.7,143.8,31.6
"4292","ENSG00000001629","ANKIB1","reticulotegmental nucleus",104.9,144.5,38
"4293","ENSG00000001629","ANKIB1","retrosplenial cortex",73.2,103.3,7.1
"4294","ENSG00000001629","ANKIB1","salivary gland",5.8,9.5,14
"4295","ENSG00000001629","ANKIB1","seminal vesicle",15.5,18.3,11.3
"4296","ENSG00000001629","ANKIB1","septal nuclei",87.7,127.5,7.6
"4297","ENSG00000001629","ANKIB1","skeletal muscle",2.6,2.9,7.8
"4298","ENSG00000001629","ANKIB1","skin",16.9,21.5,14.5
"4299","ENSG00000001629","ANKIB1","small intestine",13.1,16.6,12.1
"4300","ENSG00000001629","ANKIB1","smooth muscle",19.6,23.7,13.7
"4301","ENSG00000001629","ANKIB1","somatomor cortex, precentral gyrus (white matter)",98.9,131.5,36.5
"4302","ENSG00000001629","ANKIB1","somatosensory cortex, postcentral gyrus, ventral (white matter)",118.9,159.4,47
"4303","ENSG00000001629","ANKIB1","spinal trigeminal nucleus, caudal",79.5,107.7,19.7
"4304","ENSG00000001629","ANKIB1","spinal trigeminal nucleus, interpolar",103.8,140.9,29
"4305","ENSG00000001629","ANKIB1","spinal trigeminal nucleus, oral",93.1,132.3,21
"4306","ENSG00000001629","ANKIB1","spinal vestibular nucleus",103.7,139.9,33.3
"4307","ENSG00000001629","ANKIB1","spleen",17.1,22.7,12.5
"4308","ENSG00000001629","ANKIB1","stomach",10.7,13.1,11.8
"4309","ENSG00000001629","ANKIB1","stria terminalis, bed nucleus",89.3,133.4,8.5
"4310","ENSG00000001629","ANKIB1","subcallosal gyrus",9.4,10.5,17.2
"4311","ENSG00000001629","ANKIB1","subcentral gyrus, S2",84,116.2,12.9
"4312","ENSG00000001629","ANKIB1","subcoeruleus area",101.9,145.9,28.2
"4313","ENSG00000001629","ANKIB1","subiculum",81.8,118.3,17.5
"4314","ENSG00000001629","ANKIB1","substantia nigra",99.2,131.4,25.1
"4315","ENSG00000001629","ANKIB1","subthalamic nucleus",98.6,135.7,29.8
"4316","ENSG00000001629","ANKIB1","superior colliculus",101.7,139.2,22.2
"4317","ENSG00000001629","ANKIB1","superior frontal gyrus",10.5,11.9,17.7
"4318","ENSG00000001629","ANKIB1","superior olive",92.7,129.5,25
"4319","ENSG00000001629","ANKIB1","superior parietal lobule",101.7,140.9,28.2
"4320","ENSG00000001629","ANKIB1","superior temporal gyrus",79.2,115.4,8.1
"4321","ENSG00000001629","ANKIB1","superior vestibular nucleus",94.2,131.8,20.5
"4322","ENSG00000001629","ANKIB1","supplementary motor cortex",100.8,142.2,21.8
"4323","ENSG00000001629","ANKIB1","suprachiasmatic nucleus",98,151.7,9.1
"4324","ENSG00000001629","ANKIB1","supramarginal gyrus",75.9,104,12
"4325","ENSG00000001629","ANKIB1","supraoptic nucleus",102.6,146.1,15.7
"4326","ENSG00000001629","ANKIB1","temporal cortex",22.7,30,16.7
"4327","ENSG00000001629","ANKIB1","temporal cortex (white matter)",127.4,176.4,30.2
"4328","ENSG00000001629","ANKIB1","temporal pole",86.6,120.5,14.7
"4329","ENSG00000001629","ANKIB1","temporal white matter",145,220.5,55.8
"4330","ENSG00000001629","ANKIB1","temporo-insular cortex, parainsular gyrus",75.5,105.5,10.1
"4331","ENSG00000001629","ANKIB1","temporo-occipital transitional zone",86.3,117.9,30.3
"4332","ENSG00000001629","ANKIB1","testis",37.8,48.5,21
"4333","ENSG00000001629","ANKIB1","thymus",19.3,24.2,14.7
"4334","ENSG00000001629","ANKIB1","thyroid gland",28.4,35.4,17.3
"4335","ENSG00000001629","ANKIB1","tongue",4.4,4.8,10
"4336","ENSG00000001629","ANKIB1","tonsil",10.6,13.8,11.8
"4337","ENSG00000001629","ANKIB1","transversal temporal gyrus, anterior",89.1,126.6,17.3
"4338","ENSG00000001629","ANKIB1","transversal temporal gyrus, posterior",80.5,117.6,10.5
"4339","ENSG00000001629","ANKIB1","urinary bladder",15.5,19,13.3
"4340","ENSG00000001629","ANKIB1","ventral medullary reticular nucleus",97.9,140.8,23.2
"4341","ENSG00000001629","ANKIB1","ventral periolivary nuclei",89.7,127,23.9
"4342","ENSG00000001629","ANKIB1","ventral posterolateral thalamic nucleus",73.4,97.2,15.4
"4343","ENSG00000001629","ANKIB1","ventral posteromedial thalamic nucleus",82.6,113.2,12.7
"4344","ENSG00000001629","ANKIB1","ventral tegmental area",102.1,137.3,25.8
"4345","ENSG00000001629","ANKIB1","ventral thalamic nuclei",85.1,111,30.2
"4346","ENSG00000001629","ANKIB1","ventrolateral medulla, A1/C1 cell groups",85,121.3,12.2
"4347","ENSG00000001629","ANKIB1","ventrolateral prefrontal cortex",8.1,9,16.2
"4348","ENSG00000001629","ANKIB1","ventrolateral tegmental area, A5 NE cell group",80.5,109.3,19
"4349","ENSG00000001629","ANKIB1","ventromedial nucleus",106.5,153.9,14.1
"4350","ENSG00000001629","ANKIB1","ventromedial prefrontal cortex",9.2,10.6,14.1
"4351","ENSG00000001629","ANKIB1","vermis",82.9,127.1,15.7
"4352","ENSG00000001629","ANKIB1","zona incerta",92.8,123.6,28.2
"4353","ENSG00000001630","CYP51A1","adipose tissue",22.8,27.3,19.6
"4354","ENSG00000001630","CYP51A1","adrenal gland",76.8,92.3,58.8
"4355","ENSG00000001630","CYP51A1","amygdala",37.3,51.2,24.8
"4356","ENSG00000001630","CYP51A1","angular gyrus",45.8,65.2,31.6
"4357","ENSG00000001630","CYP51A1","angular gyrus (white matter)",90.8,144.9,40.2
"4358","ENSG00000001630","CYP51A1","anterior cingulate cortex, supragenual-dorsal",33.5,45.5,30.1
"4359","ENSG00000001630","CYP51A1","anterior cingulate cortex, supragenual-ventral",25.8,35.4,24.9
"4360","ENSG00000001630","CYP51A1","anterior cingulate gyrus, pregenual-dorsal",13.6,15.5,22.4
"4361","ENSG00000001630","CYP51A1","anterior cingulate gyrus, pregenual-ventral",11.6,13.1,21.2
"4362","ENSG00000001630","CYP51A1","anterior cingulate gyrus, subgenual",14.7,16.9,21.3
"4363","ENSG00000001630","CYP51A1","anterior cochlear nucleus, ventral",59.8,85.9,36.9
"4364","ENSG00000001630","CYP51A1","anterior funiculus (white matter)",84.6,124.1,56.3
"4365","ENSG00000001630","CYP51A1","anterior insular cortex, dorsal",36.6,51.5,29.6
"4366","ENSG00000001630","CYP51A1","anterior insular cortex, ventral",45.2,66.4,30.8
"4367","ENSG00000001630","CYP51A1","anterior thalamic nucleus, ventral",58.3,81.3,28.9
"4368","ENSG00000001630","CYP51A1","appendix",28,36.9,20.8
"4369","ENSG00000001630","CYP51A1","arcuate nucleus",79.4,113.3,35.1
"4370","ENSG00000001630","CYP51A1","area parastriata, inferior",32.9,45.7,26.7
"4371","ENSG00000001630","CYP51A1","area parastriata, parietal",35.2,50.6,24.8
"4372","ENSG00000001630","CYP51A1","area parastriata, superior",34.2,46.5,29.3
"4373","ENSG00000001630","CYP51A1","area parastriata, temporal",48.5,68.5,33.1
"4374","ENSG00000001630","CYP51A1","area postrema",52.1,74,33.3
"4375","ENSG00000001630","CYP51A1","area striata",43.4,64.5,28.8
"4376","ENSG00000001630","CYP51A1","area striata (white matter)",56.3,73.9,41
"4377","ENSG00000001630","CYP51A1","basal amygdala",26.4,37.6,18.1
"4378","ENSG00000001630","CYP51A1","bone marrow",18.9,26.1,30.6
"4379","ENSG00000001630","CYP51A1","breast",37.4,44.9,30.9
"4380","ENSG00000001630","CYP51A1","caudate nucleus",41.5,55.8,30.2
"4381","ENSG00000001630","CYP51A1","central amygdala",33,46,22.8
"4382","ENSG00000001630","CYP51A1","centromedial thalamic nucleus",73.6,105.9,35.4
"4383","ENSG00000001630","CYP51A1","cerebellar cortex",41.1,63.4,24.1
"4384","ENSG00000001630","CYP51A1","cerebellar nuclei",76.2,105.6,40.7
"4385","ENSG00000001630","CYP51A1","cerebellar white matter",81.4,119.6,53.6
"4386","ENSG00000001630","CYP51A1","cervical spinal cord, central gray",60,86.2,35.6
"4387","ENSG00000001630","CYP51A1","cervical spinal cord, dorsal horn",62.1,88.7,42.4
"4388","ENSG00000001630","CYP51A1","cervical spinal cord, ventral horn",59.7,82.4,48.2
"4389","ENSG00000001630","CYP51A1","cervix",40.6,48.1,26.6
"4390","ENSG00000001630","CYP51A1","choroid plexus",21.5,27.9,21.9
"4391","ENSG00000001630","CYP51A1","claustrum",42.4,58.8,28.8
"4392","ENSG00000001630","CYP51A1","colon",52.8,65.2,53.2
"4393","ENSG00000001630","CYP51A1","corpus callosum, genu (white matter)",63.7,102.8,44.5
"4394","ENSG00000001630","CYP51A1","corpus callosum, splenium (white matter)",48.2,76.1,34.2
"4395","ENSG00000001630","CYP51A1","corticomedial amygdala",27.9,39.2,20
"4396","ENSG00000001630","CYP51A1","cuneate nuclei",71.3,99,44.6
"4397","ENSG00000001630","CYP51A1","cuneiform nucleus",75.6,105,30.6
"4398","ENSG00000001630","CYP51A1","dentate gyrus",35.9,51.4,25.1
"4399","ENSG00000001630","CYP51A1","dorsal cochlear nucleus",63.5,87.1,42.6
"4400","ENSG00000001630","CYP51A1","dorsal funiculus (white matter)",67.1,98.2,62.1
"4401","ENSG00000001630","CYP51A1","dorsal medullary reticular nucleus",79.7,113.9,42.9
"4402","ENSG00000001630","CYP51A1","dorsal motor vagal complex",54,73.1,32.2
"4403","ENSG00000001630","CYP51A1","dorsal raphe nucleus",79.4,112.1,33.9
"4404","ENSG00000001630","CYP51A1","dorsal tegmental nucleus",44.3,66.6,25.2
"4405","ENSG00000001630","CYP51A1","dorsolateral prefrontal cortex",14.7,16.6,27.7
"4406","ENSG00000001630","CYP51A1","dorsolateral tegmental area",63.3,91,36.5
"4407","ENSG00000001630","CYP51A1","dorsomedial nucleus",81.9,119.1,28.6
"4408","ENSG00000001630","CYP51A1","dorsomedial prefrontal cortex",15.7,18.1,22.8
"4409","ENSG00000001630","CYP51A1","duodenum",84.7,107.1,87.4
"4410","ENSG00000001630","CYP51A1","endometrium",35.3,44.4,21.4
"4411","ENSG00000001630","CYP51A1","entorhinal gyrus",34.9,50.4,20.8
"4412","ENSG00000001630","CYP51A1","epididymis",42.2,52.9,36.1
"4413","ENSG00000001630","CYP51A1","esophagus",39.8,46.9,37.5
"4414","ENSG00000001630","CYP51A1","fallopian tube",26.7,32.3,16.9
"4415","ENSG00000001630","CYP51A1","flocculonodular lobe",43.6,67.4,25.9
"4416","ENSG00000001630","CYP51A1","frontal cortex",17.4,19.7,29
"4417","ENSG00000001630","CYP51A1","frontal eye field",29.6,41.1,24.8
"4418","ENSG00000001630","CYP51A1","frontal operculum",36.9,54.1,25.4
"4419","ENSG00000001630","CYP51A1","frontomarginal cortex",18.6,21.3,27.5
"4420","ENSG00000001630","CYP51A1","frontopolar cortex",25.7,30,29.3
"4421","ENSG00000001630","CYP51A1","fusiform gyrus",39.2,57.4,23.3
"4422","ENSG00000001630","CYP51A1","fusiform gyrus (white matter)",35.8,50.4,20.5
"4423","ENSG00000001630","CYP51A1","gallbladder",38.5,48.7,24.6
"4424","ENSG00000001630","CYP51A1","gigantocellular reticular nuclei, medullary",66.9,90.8,51.4
"4425","ENSG00000001630","CYP51A1","gigantocellular reticular nuclei, pars",64.1,90.6,42
"4426","ENSG00000001630","CYP51A1","globus pallidus, externus",30.8,43.9,20.6
"4427","ENSG00000001630","CYP51A1","globus pallidus, internus",33,48.1,21.7
"4428","ENSG00000001630","CYP51A1","gyrus rectus",18.6,21.1,26
"4429","ENSG00000001630","CYP51A1","habenula",57.2,81.2,36.8
"4430","ENSG00000001630","CYP51A1","heart muscle",13.5,14.8,20.9
"4431","ENSG00000001630","CYP51A1","hippocampus",32.3,44.9,21.8
"4432","ENSG00000001630","CYP51A1","hippocampus, CA1",46.3,67.1,28.6
"4433","ENSG00000001630","CYP51A1","hippocampus, CA2",41.1,58.7,24
"4434","ENSG00000001630","CYP51A1","hippocampus, CA3",33.2,47.4,21.1
"4435","ENSG00000001630","CYP51A1","inferior colliculus",77.5,110.1,30.5
"4436","ENSG00000001630","CYP51A1","inferior frontal gyrus, opercular",20.8,27.1,21.9
"4437","ENSG00000001630","CYP51A1","inferior frontal gyrus, orbital",14.6,17,19.1
"4438","ENSG00000001630","CYP51A1","inferior frontal gyrus, triangular",16.9,19.8,20.4
"4439","ENSG00000001630","CYP51A1","inferior olive",60.2,80,47.6
"4440","ENSG00000001630","CYP51A1","inferior parietal lobule",37.9,53.6,28.2
"4441","ENSG00000001630","CYP51A1","inferior temporal gyrus",41.3,60.8,24.3
"4442","ENSG00000001630","CYP51A1","intraparietal deep sulcus",32.3,45.8,23.9
"4443","ENSG00000001630","CYP51A1","kidney",40.8,46.2,39
"4444","ENSG00000001630","CYP51A1","Kolliker-Fuse nucleus",69,98.7,37.7
"4445","ENSG00000001630","CYP51A1","lateral amygdala",32.9,45.4,23.8
"4446","ENSG00000001630","CYP51A1","lateral funiculus (white matter)",71.6,102.4,57.2
"4447","ENSG00000001630","CYP51A1","lateral geniculate body",46.9,63.7,33.1
"4448","ENSG00000001630","CYP51A1","lateral hypothalamic area",63,87.8,37.3
"4449","ENSG00000001630","CYP51A1","lateral lemniscal nuclei",70.1,99.8,44.2
"4450","ENSG00000001630","CYP51A1","lateral medullary reticular nucleus",65.6,91.9,40.5
"4451","ENSG00000001630","CYP51A1","lateral parabrachial nucleus",70.4,104.7,36.8
"4452","ENSG00000001630","CYP51A1","lateral thalamic nuclei",38,51.5,32
"4453","ENSG00000001630","CYP51A1","lateral vestibular nucleus",40.8,57.2,20
"4454","ENSG00000001630","CYP51A1","lingual gyrus",36.1,52.9,22
"4455","ENSG00000001630","CYP51A1","liver",103.5,117,206.4
"4456","ENSG00000001630","CYP51A1","locus coeruleus",80.9,111.7,45
"4457","ENSG00000001630","CYP51A1","lung",78.8,98.1,53.7
"4458","ENSG00000001630","CYP51A1","lymph node",15.2,19.7,13.2
"4459","ENSG00000001630","CYP51A1","mamillary body",69.3,95.8,34.9
"4460","ENSG00000001630","CYP51A1","medial dorsal thalamic nucleus",49.5,66.7,30.7
"4461","ENSG00000001630","CYP51A1","medial geniculate body",47.6,66.9,27.6
"4462","ENSG00000001630","CYP51A1","medial olivary nucleus",76.5,110.4,44.9
"4463","ENSG00000001630","CYP51A1","medial parabrachial nucleus",70.6,100,39.4
"4464","ENSG00000001630","CYP51A1","medial periolivary nuclei",72.9,101.2,48.7
"4465","ENSG00000001630","CYP51A1","medial vestibular nucleus",70.3,95.2,50
"4466","ENSG00000001630","CYP51A1","median raphe nucleus",67.5,92.8,45.5
"4467","ENSG00000001630","CYP51A1","middle cingulate cortex",24.1,32.9,23.8
"4468","ENSG00000001630","CYP51A1","middle frontal gyrus",22.1,28,29.2
"4469","ENSG00000001630","CYP51A1","middle temporal gyrus",39.7,59.3,22.6
"4470","ENSG00000001630","CYP51A1","motor facial nucleus",60.4,81.4,46
"4471","ENSG00000001630","CYP51A1","motor hypoglossal nucleus",73.7,108,46.8
"4472","ENSG00000001630","CYP51A1","motor trigeminal nucleus",52.7,75.7,35.7
"4473","ENSG00000001630","CYP51A1","nuclei of the trapezoid body",87.8,122.1,52.1
"4474","ENSG00000001630","CYP51A1","nucleus accumbens",38.2,55,26.1
"4475","ENSG00000001630","CYP51A1","nucleus ambiguus",87.5,131.9,40
"4476","ENSG00000001630","CYP51A1","nucleus basalis of Meynert",30.5,42.3,21.2
"4477","ENSG00000001630","CYP51A1","nucleus cuneatus",57.5,77.3,45.8
"4478","ENSG00000001630","CYP51A1","nucleus gracilis",52.8,70.3,46.5
"4479","ENSG00000001630","CYP51A1","nucleus of the diagonal band",55.7,81.2,27.2
"4480","ENSG00000001630","CYP51A1","nucleus raphe magnus",61.2,83.9,44.4
"4481","ENSG00000001630","CYP51A1","nucleus raphe obscurus",104.8,154.8,58.1
"4482","ENSG00000001630","CYP51A1","nucleus raphe pallidus",101.1,150.6,52.8
"4483","ENSG00000001630","CYP51A1","nucleus reuniens",39.5,54.4,25
"4484","ENSG00000001630","CYP51A1","nucleus rhomboideus",44,58.7,35.3
"4485","ENSG00000001630","CYP51A1","nucleus tractus solitarii",64.3,92.1,32.3
"4486","ENSG00000001630","CYP51A1","occipital cortex",29.2,40.8,25.3
"4487","ENSG00000001630","CYP51A1","occipital cortex (white matter)",67.8,90.7,68.8
"4488","ENSG00000001630","CYP51A1","olfactory area",34.9,50,26.2
"4489","ENSG00000001630","CYP51A1","olfactory tubercle",34.9,50.4,24.5
"4490","ENSG00000001630","CYP51A1","orbitofrontal gyrus, anterior",16.9,22.3,21.2
"4491","ENSG00000001630","CYP51A1","orbitofrontal gyrus, lateral",15.2,17.6,20.4
"4492","ENSG00000001630","CYP51A1","orbitofrontal gyrus, medial",17.4,19.6,28.7
"4493","ENSG00000001630","CYP51A1","orbitofrontal gyrus, posterior",15.7,18.3,21.8
"4494","ENSG00000001630","CYP51A1","ovary",35.1,43.5,29.3
"4495","ENSG00000001630","CYP51A1","pancreas",10.2,12.8,49.1
"4496","ENSG00000001630","CYP51A1","paracentral lobule, anterior",33.2,45.3,29
"4497","ENSG00000001630","CYP51A1","paracentral lobule, posterior",29.8,40.2,28.8
"4498","ENSG00000001630","CYP51A1","parahippocampal cortex",30.5,43,20.9
"4499","ENSG00000001630","CYP51A1","parahippocampal cortex (white matter)",45.8,67.7,26.4
"4500","ENSG00000001630","CYP51A1","paramedian reticular nucleus",98.2,142,52.2
"4501","ENSG00000001630","CYP51A1","parathyroid gland",76.8,90.6,60.1
"4502","ENSG00000001630","CYP51A1","paraventricular nucleus",50.2,72.2,28.9
"4503","ENSG00000001630","CYP51A1","parietal cortex",14.3,16.3,21.5
"4504","ENSG00000001630","CYP51A1","parietal operculum",18.6,24.9,21.4
"4505","ENSG00000001630","CYP51A1","parieto-insular cortex",39.5,55.4,30.2
"4506","ENSG00000001630","CYP51A1","parieto-occipital transitional area",32.2,45.3,24.9
"4507","ENSG00000001630","CYP51A1","parieto-temporal junction (white matter)",60,98.1,47
"4508","ENSG00000001630","CYP51A1","parvicellular reticular nuclei",67.2,96.2,41.4
"4509","ENSG00000001630","CYP51A1","parvicellular reticular nuclei, medullary",66.3,89.9,39.2
"4510","ENSG00000001630","CYP51A1","pedunculopontine tegmental nucleus",57.7,84.4,29.3
"4511","ENSG00000001630","CYP51A1","periaquaductal grey, anterior",73.6,100,36
"4512","ENSG00000001630","CYP51A1","periaquaductal grey, dorsal",75.9,106.9,27.4
"4513","ENSG00000001630","CYP51A1","periaquaductal grey, lateral",72.3,104.1,40.9
"4514","ENSG00000001630","CYP51A1","perirhinal gyrus",40.6,59.3,23.4
"4515","ENSG00000001630","CYP51A1","peritrigeminal nucleus",78.5,110.7,42.8
"4516","ENSG00000001630","CYP51A1","piriform cortex",30.9,45.6,23.8
